beatmap_id	score_count
1466471	6419
1492012	6416
2084629	6413
1451703	6413
1291657	6407
192508	6406
2271070	6403
2317735	6403
4193498	6397
3623520	6395
1564521	6391
1658695	6388
1639736	6385
744040	6382
898575	6381
2462350	6379
764517	6377
2722655	6377
854616	6370
1975855	6369
1124179	6367
2719334	6355
2060306	6354
2015527	6353
2046445	6352
2238881	6349
1956122	6349
803418	6348
3206402	6339
3853713	6325
896753	6325
1787848	6325
932935	6322
1783947	6322
1593847	6318
1148238	6315
2045906	6313
1180151	6310
2014389	6310
176280	6309
2231831	6309
2245860	6300
958098	6300
439956	6298
983896	6296
1353480	6294
1595303	6290
1975912	6289
176339	6285
1396072	6279
2826730	6267
620789	6266
2679663	6257
1377957	6251
1509639	6251
1469240	6251
1083055	6248
3077971	6244
2449781	6235
622407	6233
892780	6216
1885374	6216
1860435	6214
2004799	6210
973278	6210
834587	6202
707187	6202
2156323	6195
2026320	6179
4913599	6171
2900102	6168
2022202	6152
2063931	6151
713818	6150
1092364	6150
1676342	6149
1414507	6148
1154509	6146
657917	6142
403050	6139
4749569	6138
793107	6136
1410860	6136
888015	6124
1070687	6123
3164032	6113
107875	6109
2389623	6108
3076104	6106
4867484	6101
2409659	6093
4421836	6080
1063410	6077
657519	6063
4926909	6062
2050696	6060
1844019	6056
1458748	6048
2586467	6045
217253	6041
979231	6041
2759787	6040
4663825	6038
2128030	6036
1871842	6035
1033882	6029
3815421	6029
1915983	6023
951053	6022
1524103	6019
345189	6017
2150739	6013
2328751	6012
3874766	6011
1551135	6010
2067473	6009
4521745	6003
1981872	6001
350132	5997
623699	5996
1562308	5991
557821	5983
1942387	5975
75831	5971
2428358	5966
1303587	5962
1801586	5957
1157344	5957
893739	5954
1267491	5936
4758850	5936
341891	5932
2468862	5920
1537817	5919
1182213	5915
2519706	5915
2270137	5914
4425088	5913
24023	5912
1313431	5911
1230854	5910
329283	5910
553728	5908
871027	5907
1722406	5904
221948	5899
4911434	5897
1797557	5896
2924352	5894
2872154	5891
2659371	5889
4657212	5885
1892411	5882
1495848	5872
1918015	5865
710881	5863
2540399	5861
837694	5860
1849487	5859
943403	5858
1307320	5856
1934139	5856
1104798	5854
1983358	5851
2935781	5851
1263036	5848
754084	5846
896855	5841
1592913	5825
1807735	5823
1222063	5822
733755	5818
1694501	5815
2099714	5814
898597	5812
1676639	5811
1712012	5811
2467744	5811
3010882	5807
385544	5806
2479479	5806
4829379	5805
675330	5804
3415931	5788
1949535	5784
790218	5784
1391631	5779
1809151	5778
1486576	5774
2580634	5773
2969237	5764
1941088	5764
1096903	5760
1286241	5750
4867605	5744
1588277	5737
1865037	5733
1640362	5732
366142	5727
3928577	5719
2315560	5719
4001452	5718
2488852	5715
2136676	5709
2069999	5701
2082007	5700
1027542	5697
1754329	5695
1121504	5694
2210863	5694
1154766	5692
514518	5691
1827558	5690
1818428	5688
2376713	5687
3127889	5685
1473299	5685
125702	5680
959406	5679
684163	5676
762207	5674
2665294	5669
2098783	5667
2445664	5662
1836274	5660
1584210	5659
229180	5657
999720	5657
1541243	5656
4842099	5654
985141	5653
1848803	5652
2287401	5650
507728	5649
851255	5647
943246	5647
4567074	5645
3773248	5642
1279490	5641
4872636	5638
1734756	5638
4751014	5637
744673	5635
877312	5631
1760666	5624
1603081	5624
2456559	5622
2964221	5621
1614477	5618
2005307	5618
1528368	5608
2030843	5606
760464	5601
1215688	5595
1309290	5591
1014241	5588
657054	5584
297411	5575
1125784	5572
1962198	5569
717133	5567
1531842	5564
1147	5563
1810154	5558
140665	5556
1718671	5554
49101	5554
2473353	5549
968742	5548
155404	5543
666445	5536
667685	5532
4791383	5530
537377	5521
940378	5519
209576	5510
744672	5509
1799197	5509
3752975	5497
2245776	5496
784369	5494
1983676	5493
2098548	5488
1801936	5479
3844651	5478
4060642	5477
2090844	5475
257793	5475
1352342	5472
1893431	5471
1024742	5470
1010850	5468
790224	5465
2922912	5460
1229493	5458
1341959	5456
894090	5456
1041727	5451
878721	5450
1556943	5446
1093703	5441
1754266	5437
4724034	5437
801557	5436
885030	5435
861381	5432
279140	5422
3030240	5421
1714634	5407
2485438	5406
83974	5404
315550	5403
1162427	5393
1495498	5392
1027065	5387
1419801	5385
1150882	5383
2272898	5381
3919008	5380
1872812	5378
1053519	5377
1838165	5375
209276	5371
2150740	5369
805855	5364
2637354	5362
819944	5361
1036393	5357
1296370	5356
2794354	5351
2077126	5342
678106	5341
740044	5340
2054967	5340
2066867	5339
1815397	5338
957468	5337
1018776	5336
2222861	5336
1650477	5336
430371	5336
1034482	5335
3725129	5332
949234	5326
1016701	5323
699471	5320
1474012	5319
1962676	5317
1343292	5315
2333933	5310
1642169	5301
574165	5299
1796164	5299
1026666	5299
446256	5297
4648021	5297
1219148	5296
261725	5293
956502	5293
4425089	5292
1039869	5290
983410	5290
777303	5290
764441	5285
2410949	5284
951401	5273
1164254	5273
2365443	5271
1582674	5270
1788628	5269
722934	5268
2992705	5266
553189	5262
1093245	5258
2020602	5258
4723158	5255
2477067	5251
1557181	5251
2957123	5243
129847	5243
2228709	5240
1017602	5239
178645	5239
1180037	5239
808849	5239
4908548	5238
1300513	5238
1183810	5233
2549105	5232
1161457	5227
1675843	5226
821691	5218
1484776	5218
2753990	5216
1649108	5216
3920486	5215
1067123	5212
3248625	5212
459845	5211
304602	5210
1236756	5208
664265	5206
307618	5201
3965515	5199
86324	5199
2013012	5195
2283641	5194
881313	5191
4630404	5188
3852943	5188
2036903	5178
1400414	5173
948389	5172
3659920	5172
2653571	5169
871154	5164
4899325	5164
1645700	5162
1770623	5159
1562151	5150
1655726	5146
1265800	5144
4551189	5143
4599781	5143
1762037	5138
660593	5135
711758	5135
1149864	5135
2077119	5132
1220396	5130
1810372	5123
962979	5121
1153404	5118
2105741	5117
1992818	5115
1004556	5114
1595667	5111
3078415	5110
110175	5108
1253771	5108
1010596	5107
378781	5106
2861267	5105
1675833	5105
559673	5104
659439	5102
1034889	5100
4203275	5095
153857	5093
1011398	5093
546944	5092
1051587	5090
339058	5090
786636	5088
2719326	5087
918723	5083
154853	5077
880321	5077
1993172	5072
770576	5070
283593	5069
467689	5068
4722415	5064
772476	5064
80914	5059
315551	5049
412288	5048
1711326	5045
4989720	5044
914237	5043
575205	5042
1512691	5039
1654883	5038
2055202	5036
1215538	5036
679779	5035
646087	5031
831035	5029
2655718	5028
1099752	5026
1946044	5025
949029	5022
2833172	5019
722968	5017
4933637	5015
453357	5015
351188	5015
114716	5014
1317186	5013
693195	5012
2937933	5011
4403746	5007
453359	5007
1997307	5006
2449791	5003
3669201	5001
1018238	5000
1657639	5000
4864860	4996
1675837	4995
941270	4992
1182090	4991
714175	4990
1991177	4983
446612	4983
2042429	4980
1511760	4979
1484308	4977
831241	4976
1082245	4975
1236582	4974
2200809	4973
655794	4972
4806826	4970
3912664	4969
4860513	4968
970048	4967
877335	4966
2333525	4965
1102147	4965
1557461	4963
863249	4958
978326	4957
1828343	4953
690982	4950
2449784	4947
1655718	4938
1644648	4937
1997892	4934
4840651	4933
2616981	4928
1403240	4928
1246395	4927
1909493	4926
1911346	4925
4751016	4923
1617643	4922
843155	4918
1707113	4915
801054	4914
741572	4912
4902120	4909
1199955	4905
828243	4905
2185106	4902
1090928	4902
1623206	4898
2593619	4893
1586059	4891
1232440	4884
71080	4883
1245365	4881
2051592	4880
342075	4879
1534639	4877
3385967	4873
1948378	4872
2102290	4872
1578009	4872
938613	4870
1738018	4869
1524104	4868
211697	4866
2562794	4866
980431	4865
1765081	4864
1097891	4864
2194972	4863
1579673	4861
888305	4858
2211018	4854
1799638	4853
977875	4849
245284	4847
958093	4846
3210497	4845
780182	4837
3238820	4837
1657612	4836
369349	4834
676193	4830
1071565	4829
74684	4825
822553	4824
40034	4821
916631	4819
2009432	4818
2139556	4816
1436138	4812
830322	4811
2332088	4809
2047629	4807
733772	4806
119056	4806
889327	4803
2564428	4802
4762683	4801
1843236	4801
2096800	4801
4708806	4800
1822108	4800
3028781	4799
2050536	4798
1597806	4791
1860434	4791
746736	4790
4900686	4789
1484989	4785
804882	4785
2801091	4781
572051	4777
1241396	4777
861180	4774
806017	4774
1494341	4774
2245785	4774
909244	4772
1978494	4771
2943265	4770
593823	4768
1645523	4767
3166325	4766
95382	4765
736396	4764
965243	4763
657509	4762
1420671	4762
2069969	4759
1827432	4758
1071424	4755
1135897	4755
1778560	4751
66820	4749
1403907	4748
784977	4745
771858	4742
449484	4740
2474574	4736
2638888	4736
4793648	4735
1250198	4731
1827616	4730
196977	4728
850252	4722
813164	4720
522773	4719
2333514	4712
1836484	4711
2295253	4703
2281045	4703
2245784	4702
2131079	4701
1635233	4698
1867520	4698
2468864	4696
514516	4696
1592917	4695
1843595	4694
524776	4692
1428949	4692
1648053	4691
2588639	4690
1842043	4689
2280910	4688
943399	4686
1119785	4684
746738	4684
1660602	4683
851811	4683
2367231	4683
1053729	4680
2332178	4680
1139789	4676
974854	4675
1587275	4673
760034	4673
2223734	4672
2445438	4672
1464026	4671
1384827	4668
786680	4668
4646545	4667
727636	4665
958160	4664
632523	4664
922916	4664
2410946	4663
1803623	4662
1501761	4659
1795805	4658
1221423	4657
3851983	4656
525278	4656
4277541	4654
2225036	4654
1973475	4652
4000950	4650
1086057	4648
1822957	4646
795988	4643
107410	4640
2639521	4637
58063	4637
722909	4636
4915222	4634
2409644	4634
759638	4633
580945	4630
2156326	4629
833389	4628
2480904	4626
812721	4625
1512180	4620
893696	4615
1036133	4614
1093078	4614
2302135	4611
3936022	4611
102441	4610
1134237	4610
1530633	4607
2443189	4606
1956730	4604
498989	4601
2423981	4597
2202719	4594
1802637	4593
425779	4590
4393036	4589
2593880	4589
602973	4589
2101986	4587
1988907	4586
529358	4586
2129147	4582
1986949	4581
1036841	4577
2282067	4577
4751008	4575
1299008	4575
172619	4575
713594	4575
767203	4572
967546	4568
1971822	4567
743896	4564
4899096	4564
1257298	4562
1950368	4559
2520049	4556
1404466	4555
2106248	4554
2628159	4551
4368642	4543
95431	4539
2673453	4539
1941890	4537
609843	4537
1828339	4536
1004492	4534
1850585	4532
870839	4530
736216	4522
3150892	4522
2317127	4520
1801761	4520
3601681	4519
4754115	4518
777263	4517
1949106	4516
2453247	4516
1844294	4512
2015472	4509
1178810	4509
1940335	4505
1431582	4504
1988749	4503
2276210	4502
1762429	4501
2719327	4501
1100265	4501
677938	4498
2628166	4497
1217241	4488
962800	4484
1218649	4483
2036365	4483
2573493	4481
797018	4480
1529189	4480
155929	4479
4602784	4479
4669413	4479
3768514	4478
2368880	4477
381251	4476
1257732	4475
2218609	4475
2035761	4474
2599514	4471
793845	4470
2017880	4469
374841	4468
1217417	4467
539909	4467
1601387	4466
858271	4466
1186443	4464
1119784	4463
4722420	4460
1084742	4459
955864	4453
1094998	4453
1245003	4452
880761	4452
1155987	4451
1677119	4450
4871320	4448
2365752	4447
1925405	4447
230523	4447
2742959	4446
1852860	4445
791636	4445
890467	4444
892853	4443
2690223	4443
1992682	4442
1697643	4442
1858799	4440
4886597	4440
3311309	4440
744305	4438
1492010	4437
98415	4436
1785659	4431
1911333	4431
2360394	4430
1013310	4427
374115	4425
1512179	4416
1927665	4416
719594	4416
1524357	4413
4867578	4412
2111505	4411
3048810	4409
2559127	4406
3592622	4403
1503731	4401
1949715	4399
306038	4398
3057801	4393
171126	4391
1963209	4390
1839789	4388
845378	4380
1080094	4378
315553	4377
3105129	4377
484036	4377
1454845	4377
3306465	4371
719517	4369
990396	4367
2017799	4367
1804553	4366
591347	4366
3445237	4358
2444910	4357
2684029	4357
846259	4356
1258579	4350
1639739	4350
1457925	4350
1079540	4348
145669	4346
1347841	4346
828935	4346
905424	4346
820483	4344
471598	4340
1969637	4340
1126915	4339
679943	4336
1580814	4336
767774	4336
2593620	4335
663819	4335
655682	4331
495633	4325
3530438	4325
4919168	4324
2125715	4322
1179007	4321
1477241	4319
657916	4317
3197548	4317
4343206	4316
2689510	4315
2079597	4312
1183255	4309
1537198	4308
2553242	4308
1535708	4308
841899	4306
1836680	4304
2049457	4304
945107	4304
1093605	4300
805256	4300
1677118	4299
999566	4298
726381	4298
2067117	4296
1954858	4296
2193895	4294
3131107	4289
735356	4289
2911355	4285
979547	4284
1024483	4280
533775	4278
1432943	4276
1383389	4275
1649989	4274
611245	4271
471971	4269
972364	4269
722607	4268
803828	4266
306018	4266
1854032	4264
1882794	4262
2096054	4261
979208	4260
733432	4260
4851769	4260
1345343	4260
1658063	4255
1256532	4253
1385415	4252
1768797	4250
875557	4249
696783	4249
1851366	4248
827317	4246
817987	4245
869286	4245
633375	4244
1704984	4238
786021	4235
828940	4235
3223955	4233
1570183	4230
1486738	4230
2737358	4228
1086431	4227
2090846	4225
1957429	4224
1181933	4222
3963430	4220
2279004	4217
1178526	4216
2031676	4216
1791963	4213
1611251	4211
1971795	4209
148083	4205
459939	4203
1562306	4201
1571863	4196
839569	4195
3946158	4195
369921	4194
1226973	4194
2003640	4193
318340	4191
978026	4190
790415	4189
1522511	4187
1968836	4184
2946220	4184
194322	4183
1124857	4183
733753	4180
1093529	4177
115352	4174
869310	4172
1531547	4171
621703	4171
2564638	4171
2923026	4171
2613334	4169
1597765	4169
688942	4165
958038	4165
935029	4164
996356	4164
968350	4157
378126	4155
1131747	4152
4376532	4150
1859185	4150
541392	4149
